Tabelle: 12711-0006
Wanderungen zwischen Deutschland und dem Ausland:;;;;;;;;;
Deutschland, Jahre, Nationalität, Geschlecht, Altersjahre;;;;;;;;;
Wanderungsstatistik;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;
;Deutsche;;;;;;;;;;;;;;;;;
;männlich;;;;;;weiblich;;;;;;Insgesamt;;;;;
;Zuzüge aus dem Ausland;;Fortzüge in das Ausland;;Wanderungssaldo;;Zuzüge aus dem Ausland;;Fortzüge in das Ausland;;Wanderungssaldo;;Zuzüge aus dem Ausland;;Fortzüge in das Ausland;;Wanderungssaldo;
;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
2000;;;;;;;;;;;;;;;;;;
89-Jährige;16;e;12;e;4;e;49;e;44;e;5;e;65;e;56;e;9;e
90-Jährige;10;e;12;e;-2;e;35;e;28;e;7;e;45;e;40;e;5;e
91-Jährige;4;e;8;e;-4;e;15;e;19;e;-4;e;19;e;27;e;-8;e
92-Jährige;7;e;4;e;3;e;14;e;20;e;-6;e;21;e;24;e;-3;e
93-Jährige;4;e;4;e;0;e;18;e;9;e;9;e;22;e;13;e;9;e
94-Jährige;7;e;4;e;3;e;9;e;6;e;3;e;16;e;10;e;6;e
95 Jahre und mehr;9;e;8;e;1;e;32;e;21;e;11;e;41;e;29;e;12;e
Insgesamt;104695;e;61592;e;43103;e;89263;e;47915;e;41348;e;193958;e;109507;e;84451;e
2002;;;;;;;;;;;;;;;;;;
unter 1 Jahr;1233;e;313;e;920;e;1108;e;272;e;836;e;2341;e;585;e;1756;e
1-Jährige;1842;e;824;e;1018;e;1540;e;697;e;843;e;3382;e;1521;e;1861;e
2-Jährige;1626;e;918;e;708;e;1373;e;759;e;614;e;2999;e;1677;e;1322;e
